sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_length,dim_outer_d_branch,dim_wall_branch,dim_gost_designation,description,attributes,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
гост-17378-2001-1-150-159-10--76-6-09г2сP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 159х10-76х6 09Г2С ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,09Г2С,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,09Г2С,,,К-1-159х10-76х6,True,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 09Г2С. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=09Г2С; length_mm=75; execution=1; material_grade=09Г2С; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-10,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 Ст10 ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,10,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 10. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=10; length_mm=75; execution=1; material_grade=10; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-10г2,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 10Г2 ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,10Г2,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10Г2,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 10Г2. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=10Г2; length_mm=75; execution=1; material_grade=10Г2; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-10г2с1,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 10Г2С1 ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,10Г2С1,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10Г2С1,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 10Г2С1. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=10Г2С1; length_mm=75; execution=1; material_grade=10Г2С1; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-10х17н13м2т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 10Х17Н13М2Т ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,10Х17Н13М2Т,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10Х17Н13М2Т,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 10Х17Н13М2Т. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=10Х17Н13М2Т; length_mm=75; execution=1; material_grade=10Х17Н13М2Т; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-12х18н10т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 12Х18Н10Т ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,12Х18Н10Т,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,12Х18Н10Т,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 12Х18Н10Т. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=12Х18Н10Т; length_mm=75; execution=1; material_grade=12Х18Н10Т; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-12х18н10тP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 159х10-76х6 12Х18Н10Т ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,12Х18Н10Т,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,12Х18Н10Т,,,К-1-159х10-76х6,True,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 12Х18Н10Т. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=12Х18Н10Т; length_mm=75; execution=1; material_grade=12Х18Н10Т; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-13хфа,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 13ХФА ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,13ХФА,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,13ХФА,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 13ХФА. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=13ХФА; length_mm=75; execution=1; material_grade=13ХФА; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-17г1с,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 17Г1С ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,17Г1С,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,17Г1С,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 17Г1С. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=17Г1С; length_mm=75; execution=1; material_grade=17Г1С; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-17г1сP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 159х10-76х6 17Г1С ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,17Г1С,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,17Г1С,,,К-1-159х10-76х6,True,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 17Г1С. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=17Г1С; length_mm=75; execution=1; material_grade=17Г1С; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-17г1с-у,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 17Г1С-У ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,17Г1С-У,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,17Г1С-У,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 17Г1С-У. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=17Г1С-У; length_mm=75; execution=1; material_grade=17Г1С-У; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-17гс,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 17ГС ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,17ГС,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,17ГС,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 17ГС. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=17ГС; length_mm=75; execution=1; material_grade=17ГС; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-20,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 Ст20 ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,20,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,20,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали 20. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=20; length_mm=75; execution=1; material_grade=20; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-10--76-6-р9,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х10-76х6 Р9 ГОСТ 17378-2001,150,65,159,10,76,6,,,,3.2,Р9,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,Р9,,,К-1-159х10-76х6,False,гост-17378-2001-1-150-159-10--76-6,1,75,76,6,К-1-159х10-76х6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х10-76х6 мм. L=75 мм. Исполнение 1. Марка стали Р9. Масса 3.2 кг. Условное обозначение: К-1-159х10-76х6.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=10; mass_kg=3.2; material=Р9; length_mm=75; execution=1; material_grade=Р9; length=75; outer_d_branch=76; wall_branch=6; gost_designation=К-1-159х10-76х6,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-08х18н10т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 08Х18Н10Т ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,08Х18Н10Т,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,08Х18Н10Т,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 08Х18Н10Т. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=08Х18Н10Т; length_mm=75; execution=1; material_grade=08Х18Н10Т; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-09г2с,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 09Г2С ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,09Г2С,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,09Г2С,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 09Г2С. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=09Г2С; length_mm=75; execution=1; material_grade=09Г2С; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-09г2сP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 159х12-76х7 09Г2С ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,09Г2С,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,09Г2С,,,К-1-159х12-76х7,True,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 09Г2С. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=09Г2С; length_mm=75; execution=1; material_grade=09Г2С; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-10,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 Ст10 ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,10,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 10. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=10; length_mm=75; execution=1; material_grade=10; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-10г2,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 10Г2 ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,10Г2,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10Г2,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 10Г2. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=10Г2; length_mm=75; execution=1; material_grade=10Г2; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-10г2с1,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 10Г2С1 ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,10Г2С1,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10Г2С1,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 10Г2С1. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=10Г2С1; length_mm=75; execution=1; material_grade=10Г2С1; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-10х17н13м2т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 10Х17Н13М2Т ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,10Х17Н13М2Т,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,10Х17Н13М2Т,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 10Х17Н13М2Т. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=10Х17Н13М2Т; length_mm=75; execution=1; material_grade=10Х17Н13М2Т; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
гост-17378-2001-1-150-159-12--76-6-12х18н10т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 159х12-76х7 12Х18Н10Т ГОСТ 17378-2001,150,65,159,12,76,7,,,,3.9,12Х18Н10Т,6,pdf/отводы/ГОСТ_17378_2001.pdf,,75,,,,1,,12Х18Н10Т,,,К-1-159х12-76х7,False,гост-17378-2001-1-150-159-12--76-6,1,75,76,7,К-1-159х12-76х7,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 65. Размеры 159х12-76х7 мм. L=75 мм. Исполнение 1. Марка стали 12Х18Н10Т. Масса 3.9 кг. Условное обозначение: К-1-159х12-76х7.,dn=150; dn_branch=65; outer_diameter=159; wall_thickness=12; mass_kg=3.9; material=12Х18Н10Т; length_mm=75; execution=1; material_grade=12Х18Н10Т; length=75; outer_d_branch=76; wall_branch=7; gost_designation=К-1-159х12-76х7,,,,,,,,,,,,
