sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
гост-12815-80-py1-6-dy250,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 250 Py 1.6 МПа ГОСТ 12815-80,250,,405,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 250 мм. D 405 мм. D1 355 мм. D2 320 мм. n 26.","dn=250; pn=1.6; outer_diameter=405; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=313; bolt_count=26; flange_thickness=М24; dim_d=405; dim_d1=355; dim_d2=320; dim_d3=292; dim_d4=312; dim_d5=291; dim_d6=313; dim_d_center=26; dim_bolt_count=26; dim_h=М24; dim_h1=М24",,,,,,1.6,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy300,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 300 Py 1.6 МПа ГОСТ 12815-80,300,,460,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 300 мм. D 460 мм. D1 410 мм. D2 370 мм. n 5.","dn=300; pn=1.6; outer_diameter=460; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=364; bolt_count=5; flange_thickness=4; dim_d=460; dim_d1=410; dim_d2=370; dim_d3=343; dim_d4=363; dim_d5=342; dim_d6=364; dim_d_center=4; dim_bolt_count=5; dim_h=4",,,,,,1.6,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy350,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 350 Py 1.6 МПа ГОСТ 12815-80,350,,520,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 350 мм. D 520 мм. D1 470 мм. D2 430 мм. n 16.","dn=350; pn=1.6; outer_diameter=520; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=422; bolt_count=16; flange_thickness=5; dim_d=520; dim_d1=470; dim_d2=430; dim_d3=395; dim_d4=421; dim_d5=394; dim_d6=422; dim_d_center=16; dim_bolt_count=16; dim_h=5; dim_h1=4",,,,,,1.6,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy400,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 400 Py 1.6 МПа ГОСТ 12815-80,400,,580,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 400 мм. D 580 мм. D1 525 мм. D2 482 мм. n 30.","dn=400; pn=1.6; outer_diameter=580; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=474; bolt_count=30; flange_thickness=М27; dim_d=580; dim_d1=525; dim_d2=482; dim_d3=447; dim_d4=473; dim_d5=446; dim_d6=474; dim_d_center=30; dim_bolt_count=30; dim_h=М27; dim_h1=М27",,,,,,1.6,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy500,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 500 Py 1.6 МПа ГОСТ 12815-80,500,,710,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 500 мм. D 710 мм. D1 650 мм. D2 585 мм. n 33.","dn=500; pn=1.6; outer_diameter=710; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=576; bolt_count=33; flange_thickness=М30; dim_d=710; dim_d1=650; dim_d2=585; dim_d3=549; dim_d4=575; dim_d5=548; dim_d6=576; dim_d_center=33; dim_bolt_count=33; dim_h=М30; dim_h1=М30",,,,,,1.6,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy600,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 600 Py 1.6 МПа ГОСТ 12815-80,600,,840,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 600 мм. D 840 мм. D1 770 мм. D2 685 мм. n 650.","dn=600; pn=1.6; outer_diameter=840; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=677; bolt_count=650; flange_thickness=676; dim_d=840; dim_d1=770; dim_d2=685; dim_d3=649; dim_d4=651; dim_d5=675; dim_d6=677; dim_d_center=648; dim_bolt_count=650; dim_h=676; dim_h1=678; dim_h2=36; dim_b=39; bolt_d=5",,,,,,1.6,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy800,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 800 Py 1.6 МПа ГОСТ 12815-80,800,,1020,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 800 мм. D 1020 мм. D1 950 мм. D2 905 мм. n 850.","dn=800; pn=1.6; outer_diameter=1020; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=877; bolt_count=850; flange_thickness=883; dim_d=1020; dim_d1=950; dim_d2=905; dim_d3=856; dim_d4=851; dim_d5=882; dim_d6=877; dim_d_center=855; dim_bolt_count=850; dim_h=883; dim_h1=878; dim_h2=39; dim_b=М36",,,,,,1.6,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy1000,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1000 Py 1.6 МПа ГОСТ 12815-80,1000,,1255,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 1000 мм. D 1255 мм. D1 1170 мм. D2 1110 мм. n .","dn=1000; pn=1.6; outer_diameter=1255; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=М42; dim_d=1255; dim_d1=1170; dim_d2=1110; dim_d3=42; dim_d4=45; dim_d5=М39; dim_d6=М42",,,,,,1.6,,,,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy1200,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1200 Py 1.6 МПа ГОСТ 12815-80,1200,,1485,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 1200 мм. D 1485 мм. D1 1390 мм. D2 1330 мм. n М48.","dn=1200; pn=1.6; outer_diameter=1485; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=32; bolt_count=М48; dim_d=1485; dim_d1=1390; dim_d2=1330; dim_d3=48; dim_d4=52; dim_d5=32; dim_d6=32; dim_d_center=М45; dim_bolt_count=М48",,,,,,1.6,,,,,,,,,,,,,,,,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy1400,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1400 Py 1.6 МПа ГОСТ 12815-80,1400,,1685,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 1400 мм. D 1685 мм. D1 1590 мм. D2 1530 мм. n .","dn=1400; pn=1.6; outer_diameter=1685; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; dim_d=1685; dim_d1=1590; dim_d2=1530; dim_d3=36; dim_d4=36",,,,,,1.6,,,,,,,,,,,,,,,,,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy1600,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1600 Py 1.6 МПа ГОСТ 12815-80,1600,,1925,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 1600 мм. D 1925 мм. D1 1820 мм. D2 1750 мм. n М52.","dn=1600; pn=1.6; outer_diameter=1925; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=40; bolt_count=М52; dim_d=1925; dim_d1=1820; dim_d2=1750; dim_d3=56; dim_d4=56; dim_d5=40; dim_d6=40; dim_d_center=М52; dim_bolt_count=М52",,,,,,1.6,,,,,,,,,,,,,,,,,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy10,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 10 Py 2.5 МПа ГОСТ 12815-80,10,,90,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 10 мм. D 90 мм. D1 60 мм. D2 42 мм. n 14.","dn=10; pn=2.5; outer_diameter=90; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=35; bolt_count=14; flange_thickness=4; dim_d=90; dim_d1=60; dim_d2=42; dim_d3=24; dim_d4=34; dim_d5=23; dim_d6=35; dim_d_center=14; dim_bolt_count=14; dim_h=4; dim_h1=2; dim_h2=4; dim_b=4; bolt_d=3",,,,,,2.5,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy15,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 15 Py 2.5 МПа ГОСТ 12815-80,15,,05,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 15 мм. D 05 мм. D1 65 мм. D2 47 мм. n .","dn=15; pn=2.5; outer_diameter=05; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=40; dim_d=05; dim_d1=65; dim_d2=47; dim_d3=29; dim_d4=39; dim_d5=28; dim_d6=40; dim_d_center=75",,,,,,2.5,,,,,,,,,,,,,,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy20,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 20 Py 2.5 МПа ГОСТ 12815-80,20,,105,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 20 мм. D 105 мм. D1 75 мм. D2 58 мм. n .","dn=20; pn=2.5; outer_diameter=105; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=51; dim_d=105; dim_d1=75; dim_d2=58; dim_d3=36; dim_d4=50; dim_d5=35; dim_d6=51; dim_d_center=80",,,,,,2.5,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy25,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 25 Py 2.5 МПа ГОСТ 12815-80,25,,115,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 25 мм. D 115 мм. D1 85 мм. D2 68 мм. n .","dn=25; pn=2.5; outer_diameter=115; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=58; dim_d=115; dim_d1=85; dim_d2=68; dim_d3=43; dim_d4=57; dim_d5=42; dim_d6=58; dim_d_center=90",,,,,,2.5,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy32,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 32 Py 2.5 МПа ГОСТ 12815-80,32,,135,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 32 мм. D 135 мм. D1 100 мм. D2 78 мм. n 18.","dn=32; pn=2.5; outer_diameter=135; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=66; bolt_count=18; flange_thickness=105; dim_d=135; dim_d1=100; dim_d2=78; dim_d3=51; dim_d4=65; dim_d5=50; dim_d6=66; dim_d_center=18; dim_bolt_count=18; dim_h=105; dim_h1=М16; dim_h2=М16",,,,,,2.5,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy40,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 40 Py 2.5 МПа ГОСТ 12815-80,40,,145,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 40 мм. D 145 мм. D1 110 мм. D2 88 мм. n 110.","dn=40; pn=2.5; outer_diameter=145; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=76; bolt_count=110; dim_d=145; dim_d1=110; dim_d2=88; dim_d3=61; dim_d4=75; dim_d5=60; dim_d6=76; dim_d_center=3; dim_bolt_count=110",,,,,,2.5,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy50,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 50 Py 2.5 МПа ГОСТ 12815-80,50,,160,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 50 мм. D 160 мм. D1 125 мм. D2 102 мм. n .","dn=50; pn=2.5; outer_diameter=160; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=88; dim_d=160; dim_d1=125; dim_d2=102; dim_d3=73; dim_d4=87; dim_d5=72; dim_d6=88; dim_d_center=125",,,,,,2.5,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy65,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 65 Py 2.5 МПа ГОСТ 12815-80,65,,180,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 65 мм. D 180 мм. D1 145 мм. D2 122 мм. n -.","dn=65; pn=2.5; outer_diameter=180; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=110; bolt_count=-; dim_d=180; dim_d1=145; dim_d2=122; dim_d3=95; dim_d4=109; dim_d5=94; dim_d6=110; dim_d_center=8; dim_bolt_count=-",,,,,,2.5,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy80,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 80 Py 2.5 МПа ГОСТ 12815-80,80,,195,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 80 мм. D 195 мм. D1 160 мм. D2 133 мм. n .","dn=80; pn=2.5; outer_diameter=195; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=121; dim_d=195; dim_d1=160; dim_d2=133; dim_d3=106; dim_d4=120; dim_d5=105; dim_d6=121",,,,,,2.5,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy100,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 100 Py 2.5 МПа ГОСТ 12815-80,100,,230,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 100 мм. D 230 мм. D1 190 мм. D2 158 мм. n 22.","dn=100; pn=2.5; outer_diameter=230; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=150; bolt_count=22; flange_thickness=4,5; dim_d=230; dim_d1=190; dim_d2=158; dim_d3=129; dim_d4=149; dim_d5=128; dim_d6=150; dim_d_center=22; dim_bolt_count=22; dim_h=4,5; dim_h1=3,5; dim_h2=М20; dim_b=М20",,,,,,2.5,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy125,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 125 Py 2.5 МПа ГОСТ 12815-80,125,,270,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 125 мм. D 270 мм. D1 220 мм. D2 184 мм. n 26.","dn=125; pn=2.5; outer_diameter=270; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=176; bolt_count=26; flange_thickness=М24; dim_d=270; dim_d1=220; dim_d2=184; dim_d3=155; dim_d4=175; dim_d5=154; dim_d6=176; dim_d_center=26; dim_bolt_count=26; dim_h=М24; dim_h1=М24",,,,,,2.5,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy150,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 150 Py 2.5 МПа ГОСТ 12815-80,150,,300,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 150 мм. D 300 мм. D1 250 мм. D2 212 мм. n .","dn=150; pn=2.5; outer_diameter=300; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=204; dim_d=300; dim_d1=250; dim_d2=212; dim_d3=183; dim_d4=203; dim_d5=182; dim_d6=204",,,,,,2.5,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy200,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 200 Py 2.5 МПа ГОСТ 12815-80,200,,360,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 200 мм. D 360 мм. D1 310 мм. D2 278 мм. n .","dn=200; pn=2.5; outer_diameter=360; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=260; dim_d=360; dim_d1=310; dim_d2=278; dim_d3=239; dim_d4=259; dim_d5=238; dim_d6=260",,,,,,2.5,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy250,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 250 Py 2.5 МПа ГОСТ 12815-80,250,,425,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 250 мм. D 425 мм. D1 370 мм. D2 335 мм. n .","dn=250; pn=2.5; outer_diameter=425; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=313; dim_d=425; dim_d1=370; dim_d2=335; dim_d3=292; dim_d4=312; dim_d5=291; dim_d6=313",,,,,,2.5,,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy300,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 300 Py 2.5 МПа ГОСТ 12815-80,300,,485,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 300 мм. D 485 мм. D1 430 мм. D2 390 мм. n 4.","dn=300; pn=2.5; outer_diameter=485; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=364; bolt_count=4; flange_thickness=5; dim_d=485; dim_d1=430; dim_d2=390; dim_d3=343; dim_d4=363; dim_d5=312; dim_d6=364; dim_d_center=16; dim_bolt_count=4; dim_h=5; dim_h1=4",,,,,,2.5,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py2-5-dy350,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 350 Py 2.5 МПа ГОСТ 12815-80,350,,550,,,,2.5,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 2,5 МПа. Dy 350 мм. D 550 мм. D1 490 мм. D2 450 мм. n 33.","dn=350; pn=2.5; outer_diameter=550; flange_type=присоединительные размеры; pressure_group=Py 2,5 МПа; data_source=html:gost-12815; bolt_circle_d=422; bolt_count=33; flange_thickness=5; dim_d=550; dim_d1=490; dim_d2=450; dim_d3=395; dim_d4=421; dim_d5=394; dim_d6=422; dim_d_center=33; dim_bolt_count=33; dim_h=5; dim_h1=4; dim_h2=М30; dim_b=М30",,,,,,2.5,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
